PROVNUM	NETWORK	FACNAME	PHYADDR1	PHYADDR2	PHYCITY	PHYSTATE	PHYZIP	PHONENUM	SHIFT	CHAINYN	CHAINNAM	OWNTYPE	CERTDATE	TOTSTAS	HD	PD	HOMEHD	PURR_F	URRG65_F	URRG65_C	URRG65_U	URRG65_S	HGBRD_F	HGBL10_F	HGBL10_C	HGBG12_F	HGBG12_C	HGBL10_U	HGBL10_S	HGBG12_U	HGBG12_S	PTSURV_F	PTSURV_C	PTSURVU1	PTSURVU2	PTSURVU3	PTSURVS1	PTSURVS2	PTSURVS3	CNTYNAME	DATE_CLAIMS	HDKTVPM_F	HDKTV12_C	HDKTVPM12_F	HDKTVPM12_S	HDKTVPM12_U	PDKTVPM_F	PDKTV17_C	PDKTVPM17_F	PDKTVPM17_S	PDKTVPM17_U	PHDKTVPM_F	PHDKTV12_C	PHDKTVPM12_F	PHDKTVPM12_S	PHDKTVPM12_U	VAHDPM_F	VAVF_C	VAVF_F	VAVF_S	VAVF_U	VCG90_C	VCG90_F	VCG90_S	VCG90_U	DATE_SMR	DYZ_F	SMRZ_F	CHIMZ_F	CLOMZ_F	DATE_SHR	HDY_F	PTHOSP_C	SHRTY4_F	CHICHTAY4_F	CLOCHTAY4_F	PTHOSP_F	PTHOSPS1	PTHOSPS2	PTHOSPS3	PTHOSPU1	PTHOSPU2	PTHOSPU3	DATE_CW	HYPERCALPM_F	HYPERCAL_F	HYPERCAL_S	HYPERCAL_U	SERUMPHOSPM_F	SERUMPHOS1_F	SERUMPHOS2_F	SERUMPHOS3_F	SERUMPHOS4_F	SERUMPHOS5_F	SERUMPHOS1_S	SERUMPHOS2_S	SERUMPHOS3_S	SERUMPHOS4_S	SERUMPHOS5_S	SERUMPHOS1_U	SERUMPHOS2_U	SERUMPHOS3_U	SERUMPHOS4_U	SERUMPHOS5_U	HYPERCAL_C	SERUMPHOS_C	RDSMZ_F	RDSHY4_F	VAHDPAT_F	DFCHTAY4_F	PHDKTVPATS_F	PDPATS_F	HDKTVPATS_F	HYPERCALPATS_F	SERUMPHOSPATS_F	DFCMORTTEXT	DFCHOSPTEXT
012534	08	BESSEMER KIDNEY CENTER	975 9TH AVE SW	SUITE 500	BESSEMER	AL	35022	2054243757	N	Y	RENAL CARE GROUP INC.	1	22MAR1988	36	Y	N	N	55	98	001	98	99	54	7	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	JEFFERSON	01Jul2011-30Jun2012	622	001	79	89	89	0	201		84	78	0	254		88	79	659	001	45	53	58	001	8	7	13	01Jan2008-31Dec2011		1.09000000	1.36000000	0.86000000	01Jan2011-31Dec2011		001	1.19000000	1.91000000	0.76000000		2	123	0	44	5139	250																								560	99	79	2	0	0	78			As Expected	As Expected
012535	08	PCD PRATTVILLE	1815 GLYNWOOD DRIVE		PRATTVILLE	AL	36066	3343610010	N	Y	DAVITA	1	26JAN1990	16	Y	N	N	48	100	001	98	99	43	12	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	AUTAUGA	01Jul2011-30Jun2012	517	001	92	89	89	0	201		84	78	0	254		88	79	539	001	49	53	58	001	9	7	13	01Jan2008-31Dec2011		0.96000000	1.31000000	0.69000000	01Jan2011-31Dec2011		001	1.13000000	1.90000000	0.69000000		2	123	0	44	5139	250																								310	66	66	2	0	0	65			As Expected	As Expected
012536	08	FMC MONTCLAIR	3918 MONTCLAIR RD	SUITE 110	BIRMINGHAM	AL	35213	2058710999	N	Y	RENAL CARE GROUP INC.	1	12SEP1990	24	Y	N	N	65	100	001	98	99	57	4	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	JEFFERSON	01Jul2011-30Jun2012	755	001	88	89	89	0	201		84	78	0	254		88	79	810	001	51	53	58	001	2	7	13	01Jan2008-31Dec2011		0.91000000	1.18000000	0.68000000	01Jan2011-31Dec2011		001	0.78000000	1.35000000	0.46000000		2	123	0	44	5139	250																								463	91	91	2	0	0	84			As Expected	As Expected
012537	08	FMC PRICHARD	4016 HWY 45		WHISTLER	AL	36613	2513301623	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	23APR1990	25	Y	N	N	56	100	001	98	99	54	11	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	MOBILE	01Jul2011-30Jun2012	608	001	92	89	89	0	201		84	78	0	254		88	79	627	001	69	53	58	001	4	7	13	01Jan2008-31Dec2011		0.93000000	1.20000000	0.70000000	01Jan2011-31Dec2011		001	1.20000000	1.92000000	0.77000000		2	123	0	44	5139	250																								468	93	68	2	0	0	67			As Expected	As Expected
012538	08	RCG ANDALUSIA	403 WEST BYPASS		ANDALUSIA	AL	36420	3344270147	N	Y	RENAL CARE GROUP INC.	1	26JUN1991	10	Y	N	N	32	94	001	98	99	35	6	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	COVINGTON	01Jul2011-30Jun2012	377	001	89	89	89	0	201		84	78	0	254		88	79	403	001	70	53	58	001	4	7	13	01Jan2008-31Dec2011		1.19000000	1.64000000	0.84000000	01Jan2011-31Dec2011		001	0.83000000	1.57000000	0.44000000		2	123	0	44	5139	250																								200	51	54	2	0	0	51			As Expected	As Expected
012540	08	FMC MONROEVILLE (WHETSTONE)	676 S ALABAMA AVE		MONROEVILLE	AL	36460	2515753452	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18SEP1991	20	Y	Y	N	30	100	001	98	99	28	11	001	4	001	8	8	1	1	2	001	440	4397	550	1	102	17	MONROE	01Jul2011-30Jun2012	338	001	96	89	89	5	199		84	78	0	254		88	79	355	001	72	53	58	001	1	7	13	01Jan2008-31Dec2011		0.89000000	1.38000000	0.54000000	01Jan2011-31Dec2011		001	0.58000000	1.34000000	0.25000000		2	123	0	44	5139	250																								153	39	43	2	0	1	40			As Expected	As Expected
012541	08	FMC DADEVILLE	52 WATERWORKS RD		DADEVILLE	AL	36853	2568252740	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	11MAR1992	15	Y	N	N	23	100	001	98	99	22	0	001	5	001	8	8	1	1	2	001	440	4397	550	1	102	17	TALLAPOOSA	01Jul2011-30Jun2012	271	001	95	89	89	0	201		84	78	0	254		88	79	281	001	81	53	58	001	5	7	13	01Jan2008-31Dec2011		1.15000000	1.76000000	0.71000000	01Jan2011-31Dec2011		001	0.82000000	1.74000000	0.39000000		2	123	0	44	5139	250																								166	36	36	2	0	0	34			As Expected	As Expected
012542	08	RAINBOW CITY DIALYSIS	2800 RAINBOW DRIVE		RAINBOW CITY	AL	35906	2564133245	N	Y	GAMBRO HEALTHCARE	1	05MAY1992	16	Y	Y	Y	51	100	001	98	99	51	10	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	ETOWAH	01Jul2011-30Jun2012	552	001	90	89	89	103	001	91	84	78	0	254		88	79	609	001	52	53	58	001	13	7	13	01Jan2008-31Dec2011		1.23000000	1.53000000	0.98000000	01Jan2011-31Dec2011		001	1.12000000	1.77000000	0.73000000		2	123	0	44	5139	250																								422	98	72	2	0	15	70			As Expected	As Expected
012543	08	DEMOPOLIS DIALYSIS	511 S CEDAR STREET		DEMOPOLIS	AL	36732	3342899700	N	Y	GAMBRO HEALTHCARE	1	20MAY1992	15	Y	Y	N	51	100	001	98	99	55	15	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	MARENGO	01Jul2011-30Jun2012	612	001	93	89	89	76	199		84	78	0	254		88	79	657	001	44	53	58	001	3	7	13	01Jan2008-31Dec2011		1.33000000	1.77000000	0.98000000	01Jan2011-31Dec2011		001	0.73000000	1.37000000	0.40000000		2	123	0	44	5139	250																								339	72	88	2	0	10	85			As Expected	As Expected
012544	08	OZARK DIALYSIS	214 HOSPITAL AVENUE		OZARK	AL	36360	3347742630	N	Y	GAMBRO HEALTHCARE	1	04AUG1992	13	Y	N	N	35	97	001	98	99	34	6	001	0	001	8	8	1	1	2	001	440	4397	550	1	102	17	DALE	01Jul2011-30Jun2012	382	001	90	89	89	0	201		84	78	0	254		88	79	415	001	57	53	58	001	2	7	13	01Jan2008-31Dec2011		1.05000000	1.46000000	0.74000000	01Jan2011-31Dec2011		001	0.73000000	1.42000000	0.38000000		2	123	0	44	5139	250																								229	48	55	2	0	0	50			As Expected	As Expected
