"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"012525","08","FMC WEST MOBILE","6601 WALL STREET","SUITE A","MOBILE","AL","36695","MOBILE","(251) 633-2681","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","0","0","1985-12-02 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","5","001","0","001","56","0.79","1.9","0.35","001","As Expected","76","100","001","93","001","","257","","254","66","95","727","0","0","0","0","62","001","2","001","99","771","001","93","804","2","97","820","001","11","31","28","21","9","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.34","0.98","0.47","0.57","As Expected","001","Better than Expected","001","87","409","0.78","0.75"
"012526","08","RCG PRINCETON","708 COTTON AVE SW","","BIRMINGHAM","AL","35211","JEFFERSON","(205) 785-3500","Profit","Yes","RENAL CARE GROUP INC.","0","34","1","1","1","1985-09-18 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","14","001","0","001","83","1.07","1.86","0.65","001","As Expected","171","94","001","89","001","84","001","","254","80","100","909","45","161","0","0","53","001","2","001","112","984","001","201","1433","4","219","1468","001","11","30","27","21","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.47","1.41","0.68","0.99","As Expected","001","As Expected","001","188","1006","0.98","1.19"
"012527","08","DCI ENTERPRISE","3861 SALEM ROAD","","ENTERPRISE","AL","36330","COFFEE","(334) 347-8233","Non-Profit","No","DIALYSIS CLINIC, INC.","0","26","1","1","1","1986-07-04 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","3","001","0","001","67","0.57","1.52","0.24","001","As Expected","81","100","001","97","001","","201","","254","65","83","745","0","0","0","0","64","001","5","001","87","808","001","89","866","1","91","889","001","7","25","37","21","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.26","1.05","0.36","0.6","As Expected","001","As Expected","001","91","446","0.65","0.8"
"012528","08","FMC CAHABA VALLEY","120 CAHABA VALLEY PARKWAY","SUITE 150","PELHAM","AL","35124","SHELBY","(205) 988-0469","Profit","Yes","RENAL CARE GROUP INC.","0","24","1","0","0","1986-09-17 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","8","001","0","001","39","0.67","2.11","0.24","001","As Expected","49","100","001","84","001","","257","","254","43","76","500","0","0","0","0","63","001","5","001","81","538","001","65","535","10","69","565","001","7","22","24","25","22","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.5","1.34","0.41","0.78","As Expected","001","As Expected","001","53","371","0.76","1.04"
"012529","08","FLORENCE DIALYSIS","422 EAST DR. HICKS BLVD","","FLORENCE","AL","35630","LAUDERDALE","(256) 764-5050","Profit","Yes","GAMBRO HEALTHCARE","0","18","1","1","0","1986-09-16 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","13","001","0","001","87","1.6","2.57","1.04","001","Worse than Expected","114","100","001","97","001","90","001","","254","62","92","711","49","362","0","0","41","001","5","001","103","779","001","140","1135","1","147","1194","001","11","35","38","9","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.51","1.25","0.62","0.79","As Expected","001","As Expected","001","130","538","0.95","1"
"012530","08","RAI EAST 11TH ST ANNISTON","522 EAST 11TH STREET","1ST FLOOR","ANNISTON","AL","36207","CALHOUN","(256) 237-7566","Profit","Yes","INDEPENDENT","0","21","1","0","0","1987-01-07 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","15","001","0","001","54","1.22","2.42","0.65","001","As Expected","87","100","001","87","001","","257","","254","62","85","727","0","0","0","0","57","001","5","001","90","773","201","0","0","","0","0","201","","","","","","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.73","1.45","0.68","0.85","As Expected","001","As Expected","001","91","388","1.07","1.12"
"012531","08","FMC JACKSON (TOMBIGBEE)","215 WALKER SPRINGS RD","","JACKSON","AL","36545","CLARKE","(251) 246-6667","Profit","Yes","FRESENIUS MEDICAL CARE","0","24","1","1","1","1987-01-29 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","10","001","0","001","59","0.73","1.81","0.32","001","As Expected","63","98","001","91","001","87","001","","254","56","79","649","12","85","0","0","58","001","3","001","82","677","001","82","710","0","83","739","001","11","20","27","29","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.11","1.32","0.31","0.7","As Expected","001","As Expected","001","69","326","0.57","0.97"
"012532","08","DCI EUFAULA","123 A EAST BARBOUR STREET","","EUFAULA","AL","36027","BARBOUR","(334) 687-7071","Non-Profit","No","DIALYSIS CLINIC, INC.","0","19","1","0","0","1987-11-25 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","3","001","0","001","35","1.22","3.04","0.54","001","As Expected","40","100","001","96","001","","257","","254","35","41","375","0","0","0","0","64","001","1","001","45","389","001","44","458","2","46","462","001","9","34","31","21","5","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.53","1.16","0.41","0.55","As Expected","001","As Expected","001","45","255","0.77","0.81"
"012533","08","WALKER COUNTY DIALYSIS","260 6TH AVENUE NORTH","","JASPER","AL","35504","WALKER","(205) 221-1064","Profit","Yes","NATIONAL RENAL INSTITUTES","0","13","1","1","1","1987-12-29 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","0","001","0","001","24","0.5","3.11","0.1","001","As Expected","29","100","001","97","001","","199","","254","23","33","269","3","33","0","0","68","001","5","001","35","288","001","42","398","1","42","406","001","15","34","39","6","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.34","1.75","0.24","0.84","As Expected","001","As Expected","001","32","169","0.55","1.24"
"012534","08","BESSEMER KIDNEY CENTER","975 9TH AVE SW","SUITE 500","BESSEMER","AL","35022","JEFFERSON","(205) 424-3757","Profit","Yes","RENAL CARE GROUP INC.","0","36","1","0","0","1988-03-22 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","11","001","0","001","45","1","2.15","0.51","001","As Expected","87","98","001","75","001","","257","","254","49","74","552","0","0","0","0","44","001","8","001","78","600","001","112","920","9","121","958","001","17","24","26","22","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.69","1.29","0.65","0.81","As Expected","001","As Expected","001","89","543","1.03","1.03"
"012535","08","PCD PRATTVILLE","1815 GLYNWOOD DRIVE","","PRATTVILLE","AL","36066","AUTAUGA","(334) 361-0010","Profit","Yes","DAVITA","0","16","1","0","0","1990-01-26 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","21","001","0","001","38","0.96","2.55","0.4","001","As Expected","49","100","001","92","001","","257","","254","41","67","465","0","0","0","0","47","001","6","001","70","524","001","69","545","1","70","572","001","16","31","43","7","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.22","1.32","0.32","0.71","As Expected","001","As Expected","001","58","309","0.61","0.98"
"012536","08","FMC MONTCLAIR","3918 MONTCLAIR RD","SUITE 110","BIRMINGHAM","AL","35213","JEFFERSON","(205) 871-0999","Profit","Yes","RENAL CARE GROUP INC.","0","24","1","0","0","1990-09-12 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","15","001","0","001","55","0.56","1.54","0.22","001","As Expected","89","100","001","81","001","","257","","254","61","83","609","0","0","0","0","53","001","5","001","86","648","001","102","841","7","103","860","001","9","26","25","24","16","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.48","1.27","0.56","0.75","As Expected","001","As Expected","001","98","464","0.9","0.99"
"012537","08","FMC PRICHARD","4016 HWY 45","","WHISTLER","AL","36613","MOBILE","(251) 330-1623","Profit","Yes","FRESENIUS MEDICAL CARE","0","25","1","0","0","1990-04-23 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","15","001","0","001","46","1.26","2.55","0.67","001","As Expected","81","100","001","89","001","","257","","254","52","70","559","0","0","0","0","68","001","3","001","72","566","001","104","958","5","107","980","001","11","30","28","22","9","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.62","1.13","0.62","0.64","As Expected","001","As Expected","001","87","466","0.98","0.86"
"012538","08","RCG ANDALUSIA","1208 WEST BYPASS","","ANDALUSIA","AL","36420","COVINGTON","(334) 427-0147","Profit","Yes","RENAL CARE GROUP INC.","0","21","1","1","1","1991-06-26 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","3","001","0","001","31","1.46","3.75","0.63","001","As Expected","42","97","001","87","001","","257","","254","30","42","335","0","0","0","0","63","001","7","001","50","382","001","46","376","1","47","406","001","8","24","30","27","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.9","1.85","0.48","0.98","As Expected","001","As Expected","001","47","203","0.93","1.36"
"012540","08","FMC MONROEVILLE (WHETSTONE)","676 S ALABAMA AVE","","MONROEVILLE","AL","36460","MONROE","(251) 575-3452","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","1","0","1991-09-18 00:00:00","10/01/2012-09/30/2013","10/01/2012-09/30/2013","01/01/2012-12/31/2012","5","001","0","001","20","1.26","3.34","0.52","001","As Expected","32","100","001","96","001","","199","","254","23","32","274","3","17","0","0","66","001","1","001","35","289","001","40","319","4","40","339","001","6","24","27","25","18","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.96","1.48","0.48","0.61","As Expected","001","As Expected","001","33","157","0.95","0.98"
