PROVNUM	NETWORK	FACNAME	PHYADDR1	PHYADDR2	PHYCITY	PHYSTATE	PHYZIP	PHONENUM	SHIFT	CHAINYN	CHAINNAM	OWNTYPE	CERTDATE	TOTSTAS	HD	PD	HOMEHD	PURR_F	URRG65_F	URRG65_C	URRG65_U	URRG65_S	HGBRD_F	HGBL10_F	HGBL10_C	HGBG12_F	HGBG12_C	HGBL10_U	HGBL10_S	HGBG12_U	HGBG12_S	PTSURV_F	PTSURV_C	PTSURVU1	PTSURVU2	PTSURVU3	PTSURVS1	PTSURVS2	PTSURVS3	CNTYNAME	DATE_CLAIMS	HDKTVPM_F	HDKTV12_C	HDKTVPM12_F	HDKTVPM12_S	HDKTVPM12_U	PDKTVPM_F	PDKTV17_C	PDKTVPM17_F	PDKTVPM17_S	PDKTVPM17_U	PHDKTVPM_F	PHDKTV12_C	PHDKTVPM12_F	PHDKTVPM12_S	PHDKTVPM12_U	VAHDPM_F	VAVF_C	VAVF_F	VAVF_S	VAVF_U	VCG90_C	VCG90_F	VCG90_S	VCG90_U	DATE_SMR	DYZ_F	SMRZ_F	CHIMZ_F	CLOMZ_F	DATE_SHR	HDY_F	PTHOSP_C	SHRTY4_F	CHICHTAY4_F	CLOCHTAY4_F	PTHOSP_F	PTHOSPS1	PTHOSPS2	PTHOSPS3	PTHOSPU1	PTHOSPU2	PTHOSPU3	DATE_CW	HYPERCALPM_F	HYPERCAL_F	HYPERCAL_S	HYPERCAL_U	SERUMPHOSPM_F	SERUMPHOS1_F	SERUMPHOS2_F	SERUMPHOS3_F	SERUMPHOS4_F	SERUMPHOS5_F	SERUMPHOS1_S	SERUMPHOS2_S	SERUMPHOS3_S	SERUMPHOS4_S	SERUMPHOS5_S	SERUMPHOS1_U	SERUMPHOS2_U	SERUMPHOS3_U	SERUMPHOS4_U	SERUMPHOS5_U	HYPERCAL_C	SERUMPHOS_C	RDSMZ_F	RDSHY4_F	VAHDPAT_F	DFCHTAY4_F	PHDKTVPATS_F	PDPATS_F	HDKTVPATS_F	HYPERCALPATS_F	SERUMPHOSPATS_F	DFCMORTTEXT	DFCHOSPTEXT
012515	08	FMC OPELIKA	2609 VILLAGE PROFESSIONAL DR	STE 2	OPELIKA	AL	36801	3347495085	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	07SEP1982	25	Y	Y	N	63	100	001	98	99	77	1	001	1	001	10	10	1	1	2	001	434	4384	544	1	101	17	LEE	01JAN2012-31DEC2012	755	001	91	89	89	196	001	93	81	79	0	254		82	77	791	001	79	56	61	001	4	7	12	01Jan2008-31Dec2011		0.98000000	1.26000000	0.74000000	01Jan2011-31Dec2011		001	0.70000000	1.32000000	0.39000000		2	122	0	44	5114	250																								531	112	95	2	0	22	91			As Expected	As Expected
012516	08	DSI SOUTH DIALYSIS	3201 3RD AVE SOUTH		BIRMINGHAM	AL	35222	2055025300	N	Y	NATIONAL RENAL INSTITUTES	1	02DEC1982	20	Y	Y	Y	29	100	001	98	99	35	9	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	JEFFERSON	01JAN2012-31DEC2012	340	001	97	89	89	12	199		81	79	0	254		82	77	354	001	31	56	61	001	10	7	12	01Jan2008-31Dec2011		1.21000000	1.68000000	0.84000000	01Jan2011-31Dec2011		001	1.30000000	2.18000000	0.78000000		2	122	0	44	5114	250																								273	52	40	2	0	2	37			As Expected	As Expected
012517	08	ATHENS DIALYSIS	15953 ATHENS LIMESTONE DRIVE		ATHENS	AL	35613	2562334730	N	Y	GAMBRO HEALTHCARE	1	21JAN1983	12	Y	N	Y	51	98	001	98	99	52	8	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	LIMESTONE	01JAN2012-31DEC2012	594	001	89	89	89	0	257		81	79	0	254		82	77	711	001	68	56	61	001	6	7	12	01Jan2008-31Dec2011		1.04000000	1.32000000	0.80000000	01Jan2011-31Dec2011		001	0.66000000	1.20000000	0.37000000		2	122	0	44	5114	250																								401	88	112	2	0	0	101			As Expected	As Expected
012519	08	FMC SCOTTSBORO	20998 JOHN T. REID HWY		SCOTTSBORO	AL	35768	2562594777	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	05NOV1984	16	Y	N	N	48	100	001	98	99	43	12	001	2	001	10	10	1	1	2	001	434	4384	544	1	101	17	JACKSON	01JAN2012-31DEC2012	531	001	92	89	89	0	257		81	79	0	254		82	77	568	001	83	56	61	001	4	7	12	01Jan2008-31Dec2011		1.04000000	1.44000000	0.72000000	01Jan2011-31Dec2011		001	0.67000000	1.32000000	0.35000000		2	122	0	44	5114	250																								215	53	67	2	0	0	65			As Expected	As Expected
012520	08	FMC TROY	606 BOTTS AVE		TROY	AL	36081	3345667266	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	19NOV1984	15	Y	N	N	59	97	001	98	99	58	3	001	2	001	10	10	1	1	2	001	434	4384	544	1	101	17	PIKE	01JAN2012-31DEC2012	684	001	92	89	89	0	257		81	79	0	254		82	77	719	001	47	56	61	001	12	7	12	01Jan2008-31Dec2011		0.92000000	1.21000000	0.69000000	01Jan2011-31Dec2011		001	0.69000000	1.25000000	0.40000000		2	122	0	44	5114	250																								354	75	78	2	0	0	73			As Expected	As Expected
012521	08	DCI DOTHAN	1630 COLUMBIA HWY		DOTHAN	AL	36303	3347933519	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	11MAR1985	33	Y	Y	N	81	99	001	98	99	94	14	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	HOUSTON	01JAN2012-31DEC2012	895	001	95	89	89	152	001	82	81	79	0	254		82	77	949	001	53	56	61	001	8	7	12	01Jan2008-31Dec2011		0.94000000	1.21000000	0.71000000	01Jan2011-31Dec2011		001	0.64000000	1.24000000	0.35000000		2	122	0	44	5114	250																								560	115	102	2	0	24	95			As Expected	As Expected
012522	08	FMC HUNTSVILLE	2325 PANSY STREET	SUITE C	HUNTSVILLE	AL	35801	2565361881	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	20AUG1985	32	Y	N	N	60	100	001	98	99	55	4	001	4	001	10	10	1	1	2	001	434	4384	544	1	101	17	MADISON	01JAN2012-31DEC2012	691	001	86	89	89	0	257		81	79	0	254		82	77	775	001	62	56	61	001	10	7	12	01Jan2008-31Dec2011		1.02000000	1.34000000	0.76000000	01Jan2011-31Dec2011		001	0.99000000	1.63000000	0.61000000		2	122	0	44	5114	250																								423	90	139	2	0	0	126			As Expected	As Expected
012523	08	PHENIX CITY DIALYSIS	1900 OPELIKA ROAD		PHENIX CITY	AL	36867	3342981941	N	Y	DAVITA	1	23SEP1985	20	Y	Y	N	58	100	001	98	99	64	13	001	0	001	10	10	1	1	3	001	434	4384	544	1	101	17	RUSSELL	01JAN2012-31DEC2012	658	001	95	89	89	202	001	90	81	79	0	254		82	77	691	001	53	56	61	001	5	7	12	01Jan2008-31Dec2011		1.35000000	1.73000000	1.03000000	01Jan2011-31Dec2011		001	0.63000000	1.20000000	0.35000000		2	122	0	44	5114	250																								388	95	91	2	0	23	88			Worse than Expected	As Expected
012524	08	FMC EAST MOBILE	1217 GOVERNMENT ST		MOBILE	AL	36604	2514386917	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01DEC1985	29	Y	Y	Y	75	97	001	98	99	101	9	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	MOBILE	01JAN2012-31DEC2012	859	001	84	89	89	472	001	93	81	79	0	254		82	77	939	001	59	56	61	001	5	7	12	01Jan2008-31Dec2011		1.02000000	1.28000000	0.81000000	01Jan2011-31Dec2011		001	1.09000000	1.73000000	0.71000000		2	122	0	44	5114	250																								843	184	152	2	0	61	135			As Expected	As Expected
012525	08	FMC WEST MOBILE	6601 WALL STREET	SUITE A	MOBILE	AL	36695	2516332681	N	Y	FRESENIUS MEDICAL CARE	1	02DEC1985	20	Y	N	N	62	100	001	98	99	56	11	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	MOBILE	01JAN2012-31DEC2012	706	001	86	89	89	0	257		81	79	0	254		82	77	756	001	67	56	61	001	1	7	12	01Jan2008-31Dec2011		0.78000000	1.01000000	0.59000000	01Jan2011-31Dec2011		001	0.87000000	1.49000000	0.53000000		2	122	0	44	5114	250																								408	87	92	2	0	0	85			As Expected	As Expected
012526	08	RCG PRINCETON	708 COTTON AVE SW		BIRMINGHAM	AL	35211	2057853500	N	Y	RENAL CARE GROUP INC.	1	18SEP1985	34	Y	Y	Y	79	91	001	98	99	100	13	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	JEFFERSON	01JAN2012-31DEC2012	929	001	78	89	89	371	001	77	81	79	0	254		82	77	1028	001	50	56	61	001	3	7	12	01Jan2008-31Dec2011		1.11000000	1.33000000	0.92000000	01Jan2011-31Dec2011		001	1.18000000	1.74000000	0.82000000		2	122	0	44	5114	250																								970	204	121	2	0	55	112			As Expected	As Expected
012527	08	DCI ENTERPRISE	3861 SALEM ROAD		ENTERPRISE	AL	36330	3343478233	N	Y	DIALYSIS CLINIC, INC. (DCI)	2	04JUL1986	26	Y	Y	Y	69	100	001	98	99	70	1	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	COFFEE	01JAN2012-31DEC2012	776	001	97	89	89	0	257		81	79	0	254		82	77	849	001	60	56	61	001	6	7	12	01Jan2008-31Dec2011		0.81000000	1.06000000	0.60000000	01Jan2011-31Dec2011		001	0.45000000	1.06000000	0.20000000		2	122	0	44	5114	250																								447	92	94	2	0	0	87			As Expected	As Expected
012528	08	FMC CAHABA VALLEY	120 CAHABA VALLEY PARKWAY	SUITE 150	PELHAM	AL	35124	2059880469	N	Y	RENAL CARE GROUP INC.	1	17SEP1986	24	Y	N	N	46	100	001	98	99	44	5	001	2	001	10	10	1	1	2	001	434	4384	544	1	101	17	SHELBY	01JAN2012-31DEC2012	518	001	78	89	89	0	257		81	79	0	254		82	77	544	001	62	56	61	001	4	7	12	01Jan2008-31Dec2011		1.09000000	1.39000000	0.84000000	01Jan2011-31Dec2011		001	1.16000000	1.96000000	0.70000000		2	122	0	44	5114	250																								409	69	73	2	0	0	70			As Expected	As Expected
012529	08	FLORENCE DIALYSIS	422 EAST DR. HICKS BLVD		FLORENCE	AL	35630	2567645050	N	Y	GAMBRO HEALTHCARE	1	16SEP1986	18	Y	Y	N	71	100	001	98	99	94	13	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	LAUDERDALE	01JAN2012-31DEC2012	748	001	96	89	89	368	001	89	81	79	0	254		82	77	815	001	41	56	61	001	6	7	12	01Jan2008-31Dec2011		1.04000000	1.31000000	0.82000000	01Jan2011-31Dec2011		001	0.65000000	1.22000000	0.37000000		2	122	0	44	5114	250																								472	125	93	2	0	45	87			As Expected	As Expected
012530	08	RAI EAST 11TH ST ANNISTON	522 EAST 11TH STREET	1ST FLOOR	ANNISTON	AL	36207	2562377566	N	N	INDEPENDENT	1	07JAN1987	21	Y	N	N	66	100	001	98	99	51	20	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	CALHOUN	01JAN2012-31DEC2012	733	001	94	89	89	0	257		81	79	0	254		82	77	776	001	57	56	61	001	5	7	12	01Jan2008-31Dec2011		1.02000000	1.32000000	0.77000000	01Jan2011-31Dec2011		001	1.05000000	1.76000000	0.64000000		2	122	0	44	5114	250																								402	78	92	2	0	0	89			As Expected	As Expected
012531	08	FMC JACKSON (TOMBIGBEE)	215 WALKER SPRINGS RD		JACKSON	AL	36545	2512466667	N	Y	FRESENIUS MEDICAL CARE	1	29JAN1987	24	Y	Y	Y	57	100	001	98	99	53	8	001	2	001	10	10	1	1	2	001	434	4384	544	1	101	17	CLARKE	01JAN2012-31DEC2012	644	001	93	89	89	47	199		81	79	0	254		82	77	662	001	53	56	61	001	4	7	12	01Jan2008-31Dec2011		1.01000000	1.35000000	0.74000000	01Jan2011-31Dec2011		001	0.63000000	1.23000000	0.34000000		2	122	0	44	5114	250																								329	68	86	2	0	9	79			As Expected	As Expected
012532	08	DCI EUFAULA	123 A EAST BARBOUR STREET		EUFAULA	AL	36027	3346877071	N	Y	DIALYSIS CLINIC, INC.	2	25NOV1987	19	Y	N	N	38	100	001	98	99	39	5	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	BARBOUR	01JAN2012-31DEC2012	426	001	97	89	89	0	257		81	79	0	254		82	77	443	001	59	56	61	001	4	7	12	01Jan2008-31Dec2011		0.84000000	1.19000000	0.57000000	01Jan2011-31Dec2011		001	0.76000000	1.48000000	0.39000000		2	122	0	44	5114	250																								257	47	46	2	0	0	45			As Expected	As Expected
012533	08	WALKER COUNTY DIALYSIS	589 HIGHWAY 78 WEST		JASPER	AL	35501	2052211064	N	Y	NATIONAL RENAL INSTITUTES	1	29DEC1987	12	Y	Y	Y	22	100	001	98	99	25	8	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	WALKER	01JAN2012-31DEC2012	250	001	98	89	89	25	199		81	79	0	254		82	77	289	001	63	56	61	001	4	7	12	01Jan2008-31Dec2011		1.22000000	1.74000000	0.82000000	01Jan2011-31Dec2011		001	0.77000000	1.64000000	0.37000000		2	122	0	44	5114	250																								168	30	30	2	0	4	27			As Expected	As Expected
012534	08	BESSEMER KIDNEY CENTER	975 9TH AVE SW	SUITE 500	BESSEMER	AL	35022	2054243757	N	Y	RENAL CARE GROUP INC.	1	22MAR1988	36	Y	N	N	57	100	001	98	99	51	4	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	JEFFERSON	01JAN2012-31DEC2012	622	001	77	89	89	0	257		81	79	0	254		82	77	651	001	44	56	61	001	8	7	12	01Jan2008-31Dec2011		1.09000000	1.36000000	0.86000000	01Jan2011-31Dec2011		001	1.19000000	1.91000000	0.76000000		2	122	0	44	5114	250																								560	99	68	2	0	0	66			As Expected	As Expected
012535	08	PCD PRATTVILLE	1815 GLYNWOOD DRIVE		PRATTVILLE	AL	36066	3343610010	N	Y	DAVITA	1	26JAN1990	16	Y	N	N	42	98	001	98	99	40	13	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	AUTAUGA	01JAN2012-31DEC2012	504	001	90	89	89	0	257		81	79	0	254		82	77	518	001	47	56	61	001	9	7	12	01Jan2008-31Dec2011		0.96000000	1.31000000	0.69000000	01Jan2011-31Dec2011		001	1.13000000	1.90000000	0.69000000		2	122	0	44	5114	250																								310	66	68	2	0	0	66			As Expected	As Expected
012536	08	FMC MONTCLAIR	3918 MONTCLAIR RD	SUITE 110	BIRMINGHAM	AL	35213	2058710999	N	Y	RENAL CARE GROUP INC.	1	12SEP1990	24	Y	N	N	63	100	001	98	99	59	5	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	JEFFERSON	01JAN2012-31DEC2012	757	001	89	89	89	0	257		81	79	0	254		82	77	811	001	53	56	61	001	4	7	12	01Jan2008-31Dec2011		0.91000000	1.18000000	0.68000000	01Jan2011-31Dec2011		001	0.78000000	1.35000000	0.46000000		2	122	0	44	5114	250																								463	91	103	2	0	0	97			As Expected	As Expected
012537	08	FMC PRICHARD	4016 HWY 45		WHISTLER	AL	36613	2513301623	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	23APR1990	25	Y	N	N	56	100	001	98	99	54	13	001	2	001	10	10	1	1	2	001	434	4384	544	1	101	17	MOBILE	01JAN2012-31DEC2012	610	001	91	89	89	0	257		81	79	0	254		82	77	618	001	70	56	61	001	3	7	12	01Jan2008-31Dec2011		0.93000000	1.20000000	0.70000000	01Jan2011-31Dec2011		001	1.20000000	1.92000000	0.77000000		2	122	0	44	5114	250																								468	93	73	2	0	0	72			As Expected	As Expected
012538	08	RCG ANDALUSIA	403 WEST BYPASS		ANDALUSIA	AL	36420	3344270147	N	Y	RENAL CARE GROUP INC.	1	26JUN1991	10	Y	N	N	31	97	001	98	99	31	3	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	COVINGTON	01JAN2012-31DEC2012	331	001	82	89	89	0	257		81	79	0	254		82	77	359	001	75	56	61	001	2	7	12	01Jan2008-31Dec2011		1.19000000	1.64000000	0.84000000	01Jan2011-31Dec2011		001	0.83000000	1.57000000	0.44000000		2	122	0	44	5114	250																								200	51	56	2	0	0	47			As Expected	As Expected
012540	08	FMC MONROEVILLE (WHETSTONE)	676 S ALABAMA AVE		MONROEVILLE	AL	36460	2515753452	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18SEP1991	20	Y	Y	N	29	100	001	98	99	26	19	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	MONROE	01JAN2012-31DEC2012	315	001	95	89	89	8	199		81	79	0	254		82	77	330	001	73	56	61	001	0	7	12	01Jan2008-31Dec2011		0.89000000	1.38000000	0.54000000	01Jan2011-31Dec2011		001	0.58000000	1.34000000	0.25000000		2	122	0	44	5114	250																								153	39	37	2	0	1	35			As Expected	As Expected
012541	08	FMC DADEVILLE	52 WATERWORKS RD		DADEVILLE	AL	36853	2568252740	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	11MAR1992	15	Y	N	N	24	96	001	98	99	20	0	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	TALLAPOOSA	01JAN2012-31DEC2012	273	001	88	89	89	0	257		81	79	0	254		82	77	287	001	84	56	61	001	5	7	12	01Jan2008-31Dec2011		1.15000000	1.76000000	0.71000000	01Jan2011-31Dec2011		001	0.82000000	1.74000000	0.39000000		2	122	0	44	5114	250																								166	36	37	2	0	0	35			As Expected	As Expected
012542	08	RAINBOW CITY DIALYSIS	2800 RAINBOW DRIVE		RAINBOW CITY	AL	35906	2564133245	N	Y	GAMBRO HEALTHCARE	1	05MAY1992	16	Y	Y	Y	47	100	001	98	99	45	11	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	ETOWAH	01JAN2012-31DEC2012	505	001	90	89	89	108	001	93	81	79	0	254		82	77	556	001	57	56	61	001	10	7	12	01Jan2008-31Dec2011		1.23000000	1.53000000	0.98000000	01Jan2011-31Dec2011		001	1.12000000	1.77000000	0.73000000		2	122	0	44	5114	250																								422	98	70	2	0	18	67			As Expected	As Expected
012543	08	DEMOPOLIS DIALYSIS	511 S CEDAR STREET		DEMOPOLIS	AL	36732	3342899700	N	Y	GAMBRO HEALTHCARE	1	20MAY1992	15	Y	Y	N	55	100	001	98	99	61	13	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	MARENGO	01JAN2012-31DEC2012	648	001	94	89	89	53	199		81	79	0	254		82	77	696	001	45	56	61	001	4	7	12	01Jan2008-31Dec2011		1.33000000	1.77000000	0.98000000	01Jan2011-31Dec2011		001	0.73000000	1.37000000	0.40000000		2	122	0	44	5114	250																								339	72	93	2	0	8	85			As Expected	As Expected
012544	08	OZARK DIALYSIS	214 HOSPITAL AVENUE		OZARK	AL	36360	3347742630	N	Y	GAMBRO HEALTHCARE	1	04AUG1992	13	Y	N	N	31	100	001	98	99	31	10	001	0	001	10	10	1	1	2	001	434	4384	544	1	101	17	DALE	01JAN2012-31DEC2012	357	001	90	89	89	0	257		81	79	0	254		82	77	393	001	57	56	61	001	1	7	12	01Jan2008-31Dec2011		1.05000000	1.46000000	0.74000000	01Jan2011-31Dec2011		001	0.73000000	1.42000000	0.38000000		2	122	0	44	5114	250																								229	48	54	2	0	0	51			As Expected	As Expected
